contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type
QQQ260423C00550000,2026-04-13 17:59:06+00:00,550.0,64.85,66.0,69.57,2.3099976,3.6936321,2.0,3,0.5016529327392578,True,REGULAR,USD,call
QQQ260423C00570000,2026-04-13 20:07:55+00:00,570.0,47.76,46.47,49.71,4.8799973,11.38059,2.0,25,0.3885559191894531,True,REGULAR,USD,call
QQQ260423C00580000,2026-04-13 20:07:55+00:00,580.0,38.1,36.87,40.09,5.2199974,15.875904,9.0,26,0.34290207885742185,True,REGULAR,USD,call
QQQ260423C00585000,2026-04-13 13:56:57+00:00,585.0,28.47,32.15,35.54,-0.10000038,-0.35001883,28.0,7,0.32782654602050776,True,REGULAR,USD,call
QQQ260423C00590000,2026-04-13 14:17:25+00:00,590.0,23.86,28.52,30.78,-0.32999992,-1.3641998,2.0,24,0.3021920367431641,True,REGULAR,USD,call
QQQ260423C00595000,2026-04-13 19:27:06+00:00,595.0,23.09,23.02,26.56,2.9899998,14.87562,108.0,95,0.2916330603027343,True,REGULAR,USD,call
QQQ260423C00600000,2026-04-13 16:41:25+00:00,600.0,17.43,19.95,21.35,1.1599998,7.1296854,27.0,17,0.24738301452636718,True,REGULAR,USD,call
QQQ260423C00605000,2026-04-13 18:28:34+00:00,605.0,14.18,16.24,17.7,1.6199999,12.8980875,14.0,39,0.24439232177734377,True,REGULAR,USD,call
QQQ260423C00610000,2026-04-13 20:07:51+00:00,610.0,12.78,12.53,13.2,3.3000002,34.81013,454.0,178,0.2124102197265625,True,REGULAR,USD,call
QQQ260423C00615000,2026-04-13 19:56:32+00:00,615.0,9.25,8.83,9.63,2.4299998,35.630497,552.0,495,0.19635813415527342,True,REGULAR,USD,call
QQQ260423C00620000,2026-04-13 19:59:21+00:00,620.0,6.26,6.33,6.46,1.9000001,43.577984,523.0,1295,0.17957363403320312,False,REGULAR,USD,call
QQQ260423C00625000,2026-04-13 20:14:03+00:00,625.0,3.99,3.96,4.04,1.3900001,53.461548,408.0,1045,0.16773293212890628,False,REGULAR,USD,call
QQQ260423C00630000,2026-04-13 20:08:53+00:00,630.0,2.16,2.18,2.58,0.84000003,63.63636,235.0,258,0.166573275756836,False,REGULAR,USD,call
QQQ260423C00635000,2026-04-13 20:07:48+00:00,635.0,1.04,1.05,1.27,0.33999997,48.571423,149.0,578,0.15430533203125002,False,REGULAR,USD,call
QQQ260423C00640000,2026-04-13 19:53:42+00:00,640.0,0.4,0.45,0.64,0.050000012,14.285717,249.0,328,0.15088739746093754,False,REGULAR,USD,call
QQQ260423C00645000,2026-04-13 19:51:13+00:00,645.0,0.17,0.19,4.88,-0.030000001,-15.0,7.0,26,0.3375920733642578,False,REGULAR,USD,call
QQQ260423C00650000,2026-04-13 14:48:36+00:00,650.0,0.08,0.09,0.12,-0.04,-33.333336,9.0,2,0.1450280810546875,False,REGULAR,USD,call
QQQ260423C00655000,2026-04-10 14:03:51+00:00,655.0,0.09,0.05,2.18,0.0,0.0,,1,0.3026803131103516,False,REGULAR,USD,call
QQQ260423C00670000,2026-04-09 16:22:10+00:00,670.0,0.04,0.0,2.15,0.0,0.0,,1,0.37793590820312495,False,REGULAR,USD,call
QQQ260423P00530000,2026-04-10 14:53:20+00:00,530.0,0.23,0.0,0.34,0.0,0.0,,94,0.4335994140625,False,REGULAR,USD,put
QQQ260423P00535000,2026-04-13 14:54:16+00:00,535.0,0.19,0.12,0.15,-0.120000005,-38.70968,1.0,45,0.36524072265625,False,REGULAR,USD,put
QQQ260423P00540000,2026-04-13 19:03:42+00:00,540.0,0.17,0.0,0.37,-0.17,-50.0,2.0,92,0.3930724755859375,False,REGULAR,USD,put
QQQ260423P00545000,2026-04-13 14:54:39+00:00,545.0,0.27,0.16,0.39,-0.16,-37.2093,2.0,16,0.37329728271484375,False,REGULAR,USD,put
QQQ260423P00550000,2026-04-13 20:14:00+00:00,550.0,0.21,0.19,0.29,-0.22000001,-51.162796,257.0,307,0.33350275878906255,False,REGULAR,USD,put
QQQ260423P00555000,2026-04-13 19:59:44+00:00,555.0,0.25,0.23,0.46,-0.26999998,-51.923077,24.0,63,0.3364324169921875,False,REGULAR,USD,put
QQQ260423P00560000,2026-04-13 19:24:02+00:00,560.0,0.33,0.28,0.37,-0.34,-50.74627,52.0,22,0.30103238037109376,False,REGULAR,USD,put
QQQ260423P00565000,2026-04-13 16:28:20+00:00,565.0,0.53,0.35,0.59,-0.28000003,-34.567905,20.0,32,0.30322962402343745,False,REGULAR,USD,put
